name, result, total time, z3 time, generalization time, recursive block time, propagation time, refinement time, minimization time, number of z3 calls, added diagrams per frame, greates number of literas per frame, # refinements, # initial preds, # final preds, max size, # used preds, # failed ref, # frames
order.in, safe,  103.574,  55.713,  37.717,  51.564,  47.558,  0.000,  7.258,  176,  {0: 1; 1: 2; 2: 3; 3: 4; 4: 4; 5: 6; 6: 4; 7: 3; 8: 4},  {0: 21; 1: 21; 2: 21; 3: 21; 4: 21; 5: 21; 6: 21; 7: 21},  0,  8 ,  8,  0,  8, 0, 9 

german_07.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  11 , 0, 0, 0, 0, 7 

arp_unsafe_1.in, unsafe,  2.233,  0.701,  0.434,  1.520,  0.425,  0.033,  0.238,  46,  {0: 1; 1: 2; 2: 8; 3: 4},  {0: 18; 1: 11},  0,  11 ,  0,  {'index': 2},  0, 0, 3 

crash.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1 

converging_unsafe_4_a2_b0-src_a2-dst_b0.in, unsafe,  516.604,  83.621,  325.467,  479.673,  36.325,  0.226,  103.269,  60,  {0: 1; 1: 2; 2: 3; 3: 8; 4: 5},  {0: 42; 1: 30; 2: 19},  0,  9 ,  0,  {'index': 3},  0, 0, 4 

sendOmission.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  13 , 0, 0, 0, 0, 6 

sequence_unsafe_1_s_d-src_s-dst_d.in, unsafe,  0.228,  0.063,  0.035,  0.139,  0.018,  0.007,  0.024,  10,  {0: 1; 1: 1; 2: 1},  {0: 5},  0,  1 ,  0,  {'index': 2},  0, 0, 2 

converging_unsafe_1_a0_b0-src_a0-dst_b0.in, unsafe,  0.433,  0.142,  0.041,  0.250,  0.074,  0.020,  0.090,  11,  {0: 1; 1: 2},  {0: 3},  0,  3 ,  0,  {'index': 2},  0, 0, 2 

network_safe_3_d_e-src_d-dst_e.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  13 , 0, 0, 0, 0, 7 

