name, result, total time, z3 time, generalization time, recursive block time, propagation time, refinement time, minimization time, number of z3 calls, added diagrams per frame, greates number of literas per frame, # refinements, # initial preds, # final preds, max size, # used preds, # failed ref, # frames
xerox.in, safe,  54.619,  23.732,  22.867,  43.380,  9.883,  0.029,  5.280,  781,  {0: 1; 1: 1; 2: 3; 3: 3; 4: 6; 5: 7; 6: 5},  {0: 39; 1: 24; 2: 24; 3: 24; 4: 24; 5: 24},  1,  4 ,  9,  {'index': 2},  4, 0, 7 

szymanski_at.in, safe,  1391.121,  818.741,  488.138,  990.302,  391.308,  0.033,  68.415,  1680,  {0: 1; 1: 2; 2: 1; 3: 3; 4: 3; 5: 5; 6: 13; 7: 22; 8: 42; 9: 4},  {0: 25; 1: 25; 2: 42; 3: 42; 4: 42; 5: 25; 6: 25; 7: 25; 8: 25},  1,  6 ,  11,  {'index': 2},  11, 0, 10 

futurebus.in, unsafe,  118.675,  60.510,  46.757,  94.138,  23.401,  0.105,  9.124,  343,  {0: 1; 1: 1; 2: 2; 3: 11; 4: 2},  {0: 31; 1: 51; 2: 31},  1,  4 ,  0,  {'index': 2},  0, 0, 4 

sequence_safe_5_s_d-src_s-dst_d.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  5 , 0, 0, 0, 0, 6 

ring_unsafe_3_s_d-src_s-dst_d.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  3 , 0, 0, 0, 0, 4 

sequence_unsafe_3_s_d-src_s-dst_d.in, unsafe,  1.424,  0.236,  0.180,  0.961,  0.252,  0.083,  0.359,  186,  {0: 1; 1: 1; 2: 3; 3: 3},  {0: 14; 1: 9; 2: 5},  0,  3 ,  0,  {'index': 4},  0, 0, 4 

network_unsafe_2_d_e-src_d-dst_e.in, unsafe,  182.974,  96.185,  61.828,  164.819,  17.449,  0.322,  21.246,  529,  {0: 1; 1: 1; 2: 3; 3: 3; 4: 7},  {0: 72; 1: 47; 2: 27; 3: 12},  0,  10 ,  0,  {'index': 4},  0, 0, 5 

converging_safe_3_a1_b0-src_a1-dst_b0.in, safe,  2.959,  0.520,  1.021,  2.457,  0.296,  0.000,  0.486,  300,  {0: 1; 1: 1; 2: 2; 3: 6},  {0: 24; 1: 15; 2: 7},  0,  7 ,  7,  0,  4, 0, 4 

ring_safe_5_s_d-src_s-dst_d.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  5 , 0, 0, 0, 0, 6 

messenger_safe_4_a0_a4-src_a0-dst_a4.in, safe,  2303.992,  1657.915,  115.577,  602.025,  1672.950,  0.000,  343.953,  18708,  {0: 1; 1: 4; 2: 12; 3: 55; 4: 5; 5: 60; 6: 145; 7: 1},  {0: 60; 1: 60; 2: 47; 3: 47; 4: 35; 5: 26; 6: 28},  0,  19 ,  19,  0,  6, 0, 8 

berkeley.in, safe,  1.671,  0.547,  0.623,  1.149,  0.312,  0.015,  0.185,  48,  {0: 1; 1: 1; 2: 1; 3: 3},  {0: 9; 1: 17; 2: 17},  1,  3 ,  7,  {'index': 2},  4, 0, 4 

mesi.in, safe,  8.561,  3.388,  3.761,  6.496,  1.670,  0.015,  0.753,  82,  {0: 1; 1: 1; 2: 2; 3: 4; 4: 3},  {0: 18; 1: 27; 2: 15; 3: 15},  1,  3 ,  6,  {'index': 2},  6, 0, 5 

german_buggy.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  11 , 0, 0, 0, 0, 6 

german_pfs.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  12 , 0, 0, 0, 0, 7 

ring_safe_2_s_d-src_s-dst_d.in, safe,  80.173,  41.247,  30.740,  54.696,  24.833,  0.038,  5.892,  521,  {0: 1; 1: 1; 2: 3; 3: 3; 4: 10; 5: 4; 6: 5},  {0: 32; 1: 32; 2: 32; 3: 19; 4: 9; 5: 9},  1,  2 ,  7,  {'index': 3},  6, 0, 7 

network_unsafe_3_d_e-src_d-dst_e.in, unsafe,  1062.034,  551.435,  374.772,  987.930,  71.671,  1.479,  125.972,  899,  {0: 1; 1: 1; 2: 3; 3: 3; 4: 4; 5: 8},  {0: 137; 1: 96; 2: 62; 3: 35; 4: 15},  0,  13 ,  0,  {'index': 5},  0, 0, 6 

ring_safe_1_s_d-src_s-dst_d.in, safe,  1141.978,  682.451,  401.968,  574.616,  564.499,  0.158,  54.127,  165,  {0: 1; 1: 1; 2: 3; 3: 2; 4: 7},  {0: 13; 1: 263; 2: 101; 3: 26},  2,  1 ,  24,  {'index': 4},  9, 0, 5 

swimming-pool.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1 

network_unsafe_4_d_e-src_d-dst_e.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  16 , 0, 0, 0, 0, 6 

sequence_unsafe_2_s_d-src_s-dst_d.in, unsafe,  0.578,  0.097,  0.088,  0.359,  0.099,  0.026,  0.103,  74,  {0: 1; 1: 1; 2: 3},  {0: 7; 1: 3},  0,  2 ,  0,  {'index': 3},  0, 0, 3 

