name, result, total time, z3 time, generalization time, recursive block time, propagation time, refinement time, minimization time, number of z3 calls, added diagrams per frame, greates number of literas per frame, # refinements, # initial preds, # final preds, max size, # used preds, # failed ref, # frames
converging_safe_3_a1_b0-src_a1-dst_b0.in, safe,  8.893,  2.085,  0.727,  7.514,  1.186,  0.000,  5.380,  25,  {0: 1; 1: 1; 2: 4; 3: 3},  {0: 24; 1: 15; 2: 7},  0,  7 ,  7,  0,  4, 0, 4 

ring_safe_5_s_d-src_s-dst_d.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1,  5 , 0, 0, 0, 0, 6 

messenger_safe_4_a0_a4-src_a0-dst_a4.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  19 , 0, 0, 0, 0, 7 

berkeley.in, safe,  1.766,  0.630,  0.566,  1.207,  0.337,  0.014,  0.268,  24,  {0: 1; 1: 1; 2: 1; 3: 3},  {0: 9; 1: 17; 2: 17},  1,  3 ,  7,  {'index': 2},  4, 0, 4 

mesi.in, safe,  7.676,  3.293,  2.881,  4.697,  2.552,  0.014,  0.956,  42,  {0: 1; 1: 1; 2: 2; 3: 4; 4: 1},  {0: 18; 1: 30; 2: 17; 3: 17},  1,  3 ,  7,  {'index': 2},  7, 0, 5 

german_buggy.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  11 , 0, 0, 0, 0, 7 

german_pfs.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  12 , 0, 0, 0, 0, 9 

ring_safe_2_s_d-src_s-dst_d.in, safe,  171.408,  86.038,  68.106,  104.148,  66.657,  0.039,  15.148,  97,  {0: 1; 1: 1; 2: 3; 3: 3; 4: 7; 5: 4; 6: 4},  {0: 41; 1: 41; 2: 41; 3: 41; 4: 23; 5: 10},  1,  2 ,  8,  {'index': 3},  6, 0, 7 

network_unsafe_3_d_e-src_d-dst_e.in, unsafe,  833.106,  187.063,  356.163,  760.400,  69.819,  1.296,  280.717,  75,  {0: 1; 1: 1; 2: 3; 3: 3; 4: 4; 5: 8},  {0: 137; 1: 96; 2: 62; 3: 35; 4: 15},  0,  13 ,  0,  {'index': 5},  0, 0, 6 

ring_safe_1_s_d-src_s-dst_d.in, safe,  123.213,  66.235,  53.170,  68.169,  54.647,  0.181,  2.496,  43,  {0: 1; 1: 1; 2: 3; 3: 2; 4: 3},  {0: 13; 1: 239; 2: 95; 3: 26},  2,  1 ,  24,  {'index': 4},  4, 0, 5 

swimming-pool.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1 

network_unsafe_4_d_e-src_d-dst_e.in, ?, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,  16 , 0, 0, 0, 0, 7 

sequence_unsafe_2_s_d-src_s-dst_d.in, unsafe,  0.719,  0.176,  0.095,  0.545,  0.064,  0.024,  0.187,  20,  {0: 1; 1: 1; 2: 2; 3: 2},  {0: 11; 1: 7},  0,  2 ,  0,  {'index': 3},  0, 0, 3 

